,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
61835,29748000,481000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2160,51.2038432,4.5195376,,,0.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,MISSING,0,,,left_only
61854,59361000,482000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,,,2023.0,110.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0,0,AS_NEW,,MISSING,GAS,1,,,left_only
61866,21072000,482300.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1790,50.9102543,4.1065595,,,308.0,3.0,3.0,MISSING,0,1,0,0.0,0,0.0,0,0,MISSING,,MISSING,MISSING,0,,,left_only
61872,73092000,482500.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8322037,3.2811568,2023.0,129.0,,2.0,3.0,MISSING,0,0,1,33.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
61878,69290000,482500.0,HOUSE,VILLA,Flanders,West Flanders,Brugge,8211,51.1211563,3.0828022,2024.0,,403.0,4.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,,MISSING,MISSING,0,,,left_only
61879,77576000,482576.0,HOUSE,HOUSE,Wallonia,Liège,Verviers,4700,50.6156414,6.0203776,,164.0,482.0,2.0,4.0,HYPER_EQUIPPED,0,0,1,30.0,0,0.0,0,1,MISSING,24.0,A+,MISSING,0,,,left_only
61897,17824000,483950.0,APARTMENT,APARTMENT,Flanders,Limburg,Maaseik,3910,51.2263505,5.4361469,2023.0,153.0,,,3.0,INSTALLED,0,1,1,44.0,0,0.0,0,0,AS_NEW,,MISSING,GAS,1,,,left_only
61920,58283000,484700.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9450,50.8762091,4.0178447,,,410.0,3.0,3.0,MISSING,0,0,1,,0,0.0,0,0,AS_NEW,,MISSING,MISSING,0,,,left_only
61922,43331000,484741.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7332,,,,195.0,1202.0,,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,,,left_only
61964,25532000,485000.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3500,50.933257,5.3350437,2023.0,119.0,,,2.0,INSTALLED,0,0,1,16.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
61976,16868000,485000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1048538,2.6171619,2023.0,102.0,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
61993,30243000,485000.0,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1200,50.8488921,4.4166572,1961.0,128.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0,0,AS_NEW,,MISSING,GAS,1,1865.0,,left_only
61996,77512000,485000.0,APARTMENT,PENTHOUSE,Flanders,West Flanders,Oostend,8420,51.2663828,3.0350854,2022.0,139.0,,,4.0,HYPER_EQUIPPED,0,0,1,5.0,0,0.0,0,0,AS_NEW,35.0,A,GAS,1,,,left_only
62017,60713000,485000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2220,51.0798611,4.7235224,2023.0,218.0,280.0,,5.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
62031,58743000,485000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2275,51.2609356,4.7852013,2023.0,170.0,256.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,1.0,A+,MISSING,1,,,left_only
62047,57400000,485000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9220,51.0981429,4.1304531,,308.0,663.0,2.0,4.0,MISSING,0,1,1,,0,0.0,0,0,GOOD,293.0,C,GAS,1,2667.0,,left_only
62067,50063000,485000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9190,51.198233,4.031581,1970.0,190.0,360.0,3.0,3.0,SEMI_EQUIPPED,0,0,1,11.0,0,0.0,0,0,JUST_RENOVATED,144.0,B,MISSING,1,523.0,,left_only
62105,23819000,485000.0,HOUSE,HOUSE,Wallonia,Liège,Waremme,4367,,,,148.0,505.0,4.0,3.0,MISSING,0,0,1,38.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
62114,6089000,485000.0,HOUSE,MANSION,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,50.7378963,4.237552,,260.0,194.0,4.0,3.0,MISSING,0,0,1,12.0,0,0.0,0,1,MISSING,580.0,F,FUELOIL,1,1110.0,,left_only
62132,9706000,485000.0,HOUSE,VILLA,Wallonia,Hainaut,Mons,7050,50.5079946,3.9279925,1955.0,260.0,2614.0,4.0,4.0,INSTALLED,0,0,1,,1,,0,1,GOOD,336.0,D,FUELOIL,1,1365.0,,left_only
62147,58234000,485599.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0682245,3.7296567,,134.0,,,3.0,MISSING,0,0,1,7.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
62161,4082000,486000.0,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1200,50.8515792,4.4408888,,92.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,0,AS_NEW,77.0,B,GAS,1,,,left_only
62165,21883000,486200.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1490,50.6525746,4.5274359,,168.0,739.0,,3.0,MISSING,0,0,0,0.0,1,673.0,0,1,GOOD,0.0,MISSING,MISSING,0,,,left_only
62185,18082000,486869.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1570,50.7435504,3.9991876,,173.0,656.0,3.0,3.0,MISSING,0,0,1,,0,0.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
62186,34776000,486910.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7050,,,,162.0,1980.0,,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,,,left_only
62188,71270000,487000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2340108,2.9168875,2024.0,90.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,0.0,MISSING,MISSING,1,,,left_only
62218,13453000,488000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3980,51.0682424,5.0467853,2023.0,250.0,630.0,4.0,5.0,HYPER_EQUIPPED,0,0,1,23.0,1,1.0,0,0,AS_NEW,,A,ELECTRIC,1,,,left_only
62238,61042000,489000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,50.8789853,4.39248,,108.0,,2.0,3.0,USA_HYPER_EQUIPPED,0,0,1,14.0,0,0.0,0,0,AS_NEW,43.0,A,SOLAR,1,,,left_only
62250,53047000,489000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9040,51.0656794,3.755662,2024.0,127.0,,4.0,3.0,USA_HYPER_EQUIPPED,0,0,1,26.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,1,,,left_only
62265,1661000,489000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,50.6216789,3.3839373,,171.0,,,3.0,USA_HYPER_EQUIPPED,0,0,1,33.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
62266,63445000,489000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7540,,,,171.0,,,3.0,INSTALLED,0,0,1,33.0,0,0.0,0,1,AS_NEW,,MISSING,GAS,1,,,left_only
62272,4954000,489000.0,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1030,50.8789854,4.3924799,,108.0,,3.0,3.0,MISSING,0,0,1,14.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
62336,21498000,489000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1457,,,2021.0,200.0,582.0,2.0,4.0,MISSING,0,1,1,10.0,1,460.0,0,1,AS_NEW,61.0,A,MISSING,1,1817.0,,left_only
62342,70502000,489000.0,HOUSE,MIXED_USE_BUILDING,Wallonia,Liège,Waremme,4367,50.7199626,5.3709469,,155.0,962.0,4.0,4.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,507.0,F,FUELOIL,1,1275.0,,left_only
62383,72259000,490000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2270961,2.9223101,,97.0,,,2.0,HYPER_EQUIPPED,0,0,1,23.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
62392,58415000,490000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1420,50.6836074,4.3715129,2023.0,123.0,,3.0,3.0,HYPER_EQUIPPED,0,0,1,20.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,1,,,left_only
62411,9252000,490000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Charleroi,6042,50.4218009,4.4405374,,380.0,0.0,,4.0,MISSING,0,1,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,1600.0,,left_only
62439,286000,490000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9000,51.0341427,3.7256592,1875.0,216.0,93.0,,3.0,MISSING,0,0,1,14.0,0,0.0,0,0,AS_NEW,286.0,C,MISSING,1,1046.0,,left_only
62458,28151000,490000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7030,50.4403106,3.9959086,1994.0,230.0,1808.0,4.0,4.0,INSTALLED,0,0,1,50.0,1,1100.0,0,1,AS_NEW,211.0,C,GAS,1,1512.0,,left_only
62522,26754000,491505.0,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,,,,176.0,653.0,,4.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,,,left_only
62527,25698000,492000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8310,51.184439,3.2347709,2022.0,121.0,,,2.0,INSTALLED,0,0,1,10.0,0,0.0,0,0,GOOD,21.0,A,MISSING,1,,,left_only
62530,62540000,492000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8310,,,,121.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,,MISSING,MISSING,1,,,left_only
62624,59025000,495000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1150,,,1995.0,127.0,,2.0,2.0,INSTALLED,0,0,1,5.0,0,0.0,0,1,GOOD,115.0,C,GAS,0,,,left_only
62667,74291000,495000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0294559,3.7125958,,81.0,,,1.0,MISSING,0,0,1,14.0,1,5.0,0,1,GOOD,,MISSING,MISSING,0,,,left_only
62681,38470000,495000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1860,51.0197273,4.472751,,124.0,,3.0,3.0,INSTALLED,0,0,1,12.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
62686,36654000,495000.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3500,50.933257,5.3350437,2023.0,119.0,,,2.0,INSTALLED,0,0,1,16.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
62712,74247000,495000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2270961,2.9223101,,95.0,,,2.0,HYPER_EQUIPPED,0,0,1,23.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
62727,56455000,495000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8620,51.137728,2.7403396,,93.0,,,2.0,MISSING,0,0,1,37.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
62731,55973000,495000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1048538,2.6171619,2023.0,104.0,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
62737,53361000,495000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1232168,2.6774911,2024.0,96.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,36.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,1,,,left_only
62771,79018000,495000.0,APARTMENT,DUPLEX,Flanders,Limburg,Maaseik,3920,51.2233203,5.3387979,2003.0,205.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,192.0,B,GAS,1,1549.0,,left_only
62775,47601000,495000.0,APARTMENT,GROUND_FLOOR,Brussels-Capital,Brussels,Brussels,1050,50.8291943,4.3698412,,200.0,,2.0,3.0,MISSING,0,0,1,51.0,0,0.0,0,1,TO_RENOVATE,52.0,E,GAS,0,,,left_only
62783,60091000,495000.0,APARTMENT,GROUND_FLOOR,Flanders,Flemish Brabant,Leuven,3080,50.8209244,4.5053855,2024.0,112.0,,3.0,2.0,USA_HYPER_EQUIPPED,0,1,1,12.0,0,0.0,0,1,MISSING,7.0,A,MISSING,1,,,left_only
62793,34748000,495000.0,APARTMENT,LOFT,Brussels-Capital,Brussels,Brussels,1050,50.8164039,4.3745419,2024.0,81.0,,2.0,1.0,USA_HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
62808,1465000,495000.0,APARTMENT,PENTHOUSE,Flanders,East Flanders,Oudenaarde,9770,50.9040446,3.5211778,,107.0,,,2.0,HYPER_EQUIPPED,0,0,1,76.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
62828,24945000,495000.0,HOUSE,APARTMENT_BLOCK,Flanders,Antwerp,Antwerp,2640,51.1711909,4.4405326,,160.0,0.0,3.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,,,left_only
62830,40083000,495000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Liège,Huy,4540,50.5493514,5.3172301,,287.0,102.0,3.0,6.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,JUST_RENOVATED,191.0,C,GAS,1,449.0,,left_only
62864,36024000,495000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1130,50.8930531,4.4237855,,200.0,1000.0,2.0,4.0,HYPER_EQUIPPED,0,0,1,20.0,1,170.0,0,1,AS_NEW,480.0,G,GAS,1,,,left_only
62868,61796000,495000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1180,,,1950.0,196.0,163.0,2.0,3.0,INSTALLED,0,0,0,0.0,1,60.0,0,1,GOOD,242.0,E,GAS,1,,,left_only
62888,24355000,495000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2590,51.0762808,4.6640115,,118.0,6920.0,4.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,404.0,E,FUELOIL,1,,,left_only
62985,25497000,495000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3660,51.0459927,5.5843702,1956.0,218.0,265.0,,3.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,278.0,C,MISSING,0,943.0,,left_only
63068,64970000,495000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5100,50.4204309,4.8452275,,200.0,0.0,4.0,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,328.0,D,FUELOIL,0,,,left_only
63098,5540000,495000.0,HOUSE,MANSION,Wallonia,Hainaut,Mons,7021,50.4684941,4.0568906,,410.0,1489.0,4.0,6.0,USA_INSTALLED,0,1,1,80.0,1,1.0,0,1,GOOD,259.0,D,MISSING,1,2121.0,,left_only
63108,62281000,495000.0,HOUSE,MIXED_USE_BUILDING,Brussels-Capital,Brussels,Brussels,1180,50.8146111,4.367661,1920.0,221.0,120.0,2.0,0.0,MISSING,0,1,0,0.0,1,34.0,0,0,TO_RENOVATE,488.0,G,FUELOIL,0,3106.0,,left_only
63155,67455000,495000.0,HOUSE,VILLA,Wallonia,Liège,Huy,4560,50.3906061,5.3188508,1972.0,220.0,2658.0,4.0,4.0,SEMI_EQUIPPED,0,1,1,50.0,1,2450.0,0,1,GOOD,422.0,E,MISSING,1,899.0,,left_only
63162,60693000,495000.0,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1300,,,1981.0,170.0,2300.0,4.0,3.0,INSTALLED,0,1,1,35.0,1,1500.0,0,1,AS_NEW,224.0,C,GAS,1,2295.0,,left_only
63171,16599000,495000.0,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1450,,,1976.0,234.0,1154.0,4.0,5.0,SEMI_EQUIPPED,0,1,1,,1,,0,1,GOOD,274.0,D,FUELOIL,1,2362.0,,left_only
63195,44760000,496000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2220,51.0960708,4.7319657,2023.0,166.0,650.0,3.0,3.0,INSTALLED,0,1,0,0.0,1,500.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
63199,79219000,496000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9340,50.9631675,3.9470533,2023.0,159.0,238.0,2.0,3.0,MISSING,0,0,1,23.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
63223,65779000,496595.0,HOUSE,HOUSE,Wallonia,Liège,Verviers,4840,50.6619077,5.9686295,,194.0,425.0,3.0,5.0,HYPER_EQUIPPED,0,0,1,24.0,0,0.0,0,1,MISSING,97.0,B,MISSING,0,,,left_only
63243,48246000,497000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1760,50.8222221,4.1120136,2023.0,180.0,0.0,3.0,4.0,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,1,AS_NEW,39.0,A,GAS,1,996.0,,left_only
63250,55437000,497000.0,HOUSE,VILLA,Wallonia,Hainaut,Thuin,6470,,,2021.0,208.0,2684.0,4.0,4.0,USA_INSTALLED,0,0,1,70.0,1,2684.0,0,1,AS_NEW,,A+,MISSING,0,,,left_only
63253,66621000,497100.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1435,50.6438878,4.643131,,223.0,515.0,,3.0,MISSING,0,0,0,0.0,1,430.0,0,1,GOOD,0.0,MISSING,MISSING,0,,,left_only
63277,59554000,497650.0,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,9255,,,,135.0,,,2.0,MISSING,0,0,1,45.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
63300,54767000,498000.0,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2000,51.2207529,4.4102467,2024.0,100.0,,2.0,2.0,HYPER_EQUIPPED,0,1,1,5.0,1,7.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
63308,77456000,498000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Liège,Liège,4000,50.6485131,5.5884162,,390.0,0.0,2.0,12.0,NOT_INSTALLED,0,1,1,125.0,0,0.0,0,1,MISSING,186.0,C,GAS,1,1900.0,,left_only
63323,30332000,498000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2300,51.2939085,4.9461531,1994.0,270.0,790.0,4.0,5.0,MISSING,0,0,1,,0,0.0,0,1,GOOD,214.0,C,GAS,1,1891.0,,left_only
63341,47983000,498000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3020,50.9121395,4.6859593,,145.0,198.0,2.0,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,JUST_RENOVATED,59.0,A,MISSING,0,,,left_only
63370,51193000,498139.0,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7730,,,,163.0,1137.0,,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,,,left_only
63383,10492000,498900.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3000,50.8850818,4.697909,,104.0,,,2.0,HYPER_EQUIPPED,0,0,1,14.0,0,0.0,0,1,MISSING,,MISSING,ELECTRIC,1,,,left_only
63399,52638000,499000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,,,1910.0,105.0,,2.0,2.0,INSTALLED,0,1,1,2.0,0,0.0,0,1,MISSING,151.0,D,GAS,1,1158.0,,left_only
63401,11395000,499000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,,,1977.0,110.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,,1,100.0,0,1,AS_NEW,304.0,F,MISSING,1,,,left_only
63423,70561000,499000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.3235457,4.9453042,2010.0,143.0,,,2.0,MISSING,0,0,1,158.0,0,0.0,0,1,AS_NEW,0.0,MISSING,MISSING,0,,,left_only
63466,20199000,499000.0,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1040,,,1930.0,176.0,,2.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,JUST_RENOVATED,142.0,C,GAS,1,,,left_only
63483,75413000,499000.0,APARTMENT,LOFT,Brussels-Capital,Brussels,Brussels,1082,50.8607879,4.2940286,2004.0,236.0,,,4.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,0,AS_NEW,129.0,C,MISSING,0,,,left_only
63498,42425000,499000.0,APARTMENT,PENTHOUSE,Wallonia,Walloon Brabant,Nivelles,1420,50.6822689,4.3759657,2024.0,139.0,,4.0,3.0,MISSING,0,0,1,32.0,0,0.0,0,0,GOOD,,A,MISSING,1,1.0,,left_only
63503,70090000,499000.0,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1070,,,1970.0,250.0,0.0,2.0,3.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,0,GOOD,710.0,G,GAS,1,,,left_only
63505,13600000,499000.0,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1130,50.8950693,4.4168014,1977.0,210.0,490.0,2.0,4.0,HYPER_EQUIPPED,0,0,1,16.0,1,391.0,0,1,GOOD,205.0,D,MISSING,1,1901.0,,left_only
63524,18560000,499000.0,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,East Flanders,Aalst,9320,50.9168093,4.0695058,,317.0,770.0,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,256.0,C,GAS,1,945.0,,left_only
63531,33184000,499000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1020,,,1952.0,265.0,380.0,2.0,6.0,SEMI_EQUIPPED,0,1,1,10.0,1,250.0,0,0,TO_RENOVATE,455.0,G,FUELOIL,1,2543.0,,left_only
63565,33574000,499000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2220,51.0354035,4.7430218,1978.0,252.0,1935.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,376.0,D,FUELOIL,1,1229.0,,left_only
63570,14690000,499000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0470769,4.4817711,1957.0,176.0,526.0,4.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,762.0,F,GAS,0,1281.0,,left_only
63578,43383000,499000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2350,51.303413,4.9006163,1978.0,270.0,1238.0,4.0,3.0,HYPER_EQUIPPED,0,0,1,,1,900.0,0,0,TO_BE_DONE_UP,332.0,D,GAS,1,,,left_only
63589,74350000,499000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9308,50.9722291,4.0354096,,216.0,343.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
63621,8487000,499000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9080,51.078093,3.8857481,1991.0,148.0,1152.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,203.0,C,MISSING,1,753.0,,left_only
63639,3311000,499000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1570,50.7578561,3.9670016,,161.0,585.0,3.0,3.0,HYPER_EQUIPPED,0,0,0,0.0,1,,0,1,MISSING,,MISSING,MISSING,0,,,left_only
63649,55899000,499000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1750,50.8361114,4.1702762,1999.0,180.0,1122.0,4.0,4.0,INSTALLED,0,0,1,50.0,1,630.0,1,1,TO_BE_DONE_UP,211.0,C,FUELOIL,1,1417.0,,left_only
63664,19375000,499000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3130,50.98566,4.7817,1963.0,370.0,570.0,2.0,6.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,242.0,C,MISSING,0,1265.0,,left_only
63696,14241000,499000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,2009.0,180.0,750.0,4.0,5.0,INSTALLED,0,1,1,30.0,1,305.0,0,1,MISSING,144.0,B,MISSING,1,1339.0,,left_only
63712,32555000,499000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4690,50.7907936,5.6673802,1998.0,145.0,0.0,,3.0,INSTALLED,0,0,0,0.0,1,2043.0,0,1,MISSING,240.0,C,FUELOIL,1,642.0,,left_only
63715,14563000,499000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Bastogne,6660,50.1617267,5.6849444,,300.0,1186.0,3.0,4.0,MISSING,1,0,1,,0,0.0,0,1,MISSING,312.0,D,GAS,1,762.0,,left_only
63720,42348000,499000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5030,,,1997.0,170.0,3942.0,4.0,4.0,INSTALLED,0,1,1,,1,3462.0,0,0,AS_NEW,186.0,C,FUELOIL,1,1347.0,,left_only
63722,482000,499000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1300,,,,529.0,435.0,2.0,10.0,MISSING,0,0,1,,0,0.0,0,1,TO_RENOVATE,264.0,D,FUELOIL,0,,,left_only
63763,57836000,499000.0,HOUSE,VILLA,Flanders,Antwerp,Turnhout,2460,51.2399658,4.9731132,1973.0,267.0,1012.0,4.0,7.0,HYPER_EQUIPPED,0,0,1,,1,500.0,0,0,GOOD,286.0,C,FUELOIL,0,1556.0,,left_only
63765,1322000,499000.0,HOUSE,VILLA,Flanders,East Flanders,Aalst,9420,50.9075311,3.9176604,1952.0,270.0,1241.0,,3.0,MISSING,0,1,1,,0,0.0,0,0,JUST_RENOVATED,286.0,C,MISSING,0,731.0,,left_only
63769,67799000,499000.0,HOUSE,VILLA,Flanders,East Flanders,Oudenaarde,9770,50.9280896,3.4638764,,184.0,410.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
63779,44050000,499000.0,HOUSE,VILLA,Flanders,West Flanders,Kortrijk,8552,50.7648599,3.3993567,1998.0,235.0,870.0,4.0,3.0,HYPER_EQUIPPED,1,1,1,100.0,1,550.0,0,0,AS_NEW,166.0,B,GAS,1,859.0,,left_only
